cluster_id	total_hits	terminal_hits	left_hits	right_hits	terminal_fraction	expected_terminal_fraction	terminal_enrichment	median_width	mean_width	min_width	max_width	n_chromosomes	score
cluster_8005	17	0	0	0	0.0	0.003920968219582141	0.0	29	35.705882352941174	16	129	1	0.0
cluster_8006	13	0	0	0	0.0	0.003920968219582141	0.0	18	29.384615384615383	14	128	1	0.0
cluster_8008	44	0	0	0	0.0	0.003920968219582141	0.0	23.0	25.204545454545453	15	128	1	0.0
cluster_8009	3	0	0	0	0.0	0.003920968219582141	0.0	27	55.333333333333336	11	128	1	0.0
cluster_8010	11	0	0	0	0.0	0.003920968219582141	0.0	20	31.454545454545453	12	128	1	0.0
cluster_8011	20	0	0	0	0.0	0.003920968219582141	0.0	20.0	25.6	13	128	1	0.0
cluster_8012	5	0	0	0	0.0	0.003920968219582141	0.0	28	45	15	128	1	0.0
cluster_8013	7	0	0	0	0.0	0.003920968219582141	0.0	19	33.57142857142857	15	128	1	0.0
cluster_8014	13	0	0	0	0.0	0.003920968219582141	0.0	15	25.076923076923077	15	128	1	0.0
cluster_8015	48	0	0	0	0.0	0.003920968219582141	0.0	20.0	25	15	128	1	0.0
cluster_8016	6	0	0	0	0.0	0.003920968219582141	0.0	20.0	36.666666666666664	15	128	1	0.0
cluster_8017	19	0	0	0	0.0	0.003920968219582141	0.0	19	48.73684210526316	15	128	1	0.0
cluster_8018	2	0	0	0	0.0	0.003920968219582141	0.0	71.0	71	15	127	1	0.0
cluster_8019	3	0	0	0	0.0	0.003920968219582141	0.0	21	55	17	127	1	0.0
cluster_8020	7	0	0	0	0.0	0.003920968219582141	0.0	20	35	17	127	1	0.0
cluster_8021	1	0	0	0	0.0	0.003920968219582141	0.0	127	127	127	127	1	0.0
cluster_8022	14	0	0	0	0.0	0.003920968219582141	0.0	15.0	24.214285714285715	15	127	1	0.0
cluster_8023	15	0	0	0	0.0	0.003920968219582141	0.0	23	28.2	15	127	1	0.0
cluster_8024	11	0	0	0	0.0	0.003920968219582141	0.0	20	30.90909090909091	19	127	1	0.0
cluster_8025	17	0	0	0	0.0	0.003920968219582141	0.0	22	27.11764705882353	14	127	1	0.0
cluster_8026	9	0	0	0	0.0	0.003920968219582141	0.0	17	29.11111111111111	13	127	1	0.0
cluster_8027	22	0	0	0	0.0	0.003920968219582141	0.0	16.0	38.63636363636363	14	127	1	0.0
cluster_8028	6	0	0	0	0.0	0.003920968219582141	0.0	18.0	36.5	16	127	1	0.0
cluster_8029	12	0	0	0	0.0	0.003920968219582141	0.0	15.0	25.5	15	126	1	0.0
cluster_8030	33	0	0	0	0.0	0.003920968219582141	0.0	20	24.09090909090909	14	126	1	0.0
cluster_8031	8	0	0	0	0.0	0.003920968219582141	0.0	24.0	35.875	18	126	1	0.0
cluster_8032	12	0	0	0	0.0	0.003920968219582141	0.0	20.0	30.333333333333332	18	126	1	0.0
cluster_8034	19	0	0	0	0.0	0.003920968219582141	0.0	22	29	20	126	1	0.0
cluster_8035	1	0	0	0	0.0	0.003920968219582141	0.0	126	126	126	126	1	0.0
cluster_8037	35	0	0	0	0.0	0.003920968219582141	0.0	20	26.37142857142857	15	126	1	0.0
cluster_8038	3	0	0	0	0.0	0.003920968219582141	0.0	79	73.66666666666667	17	125	1	0.0
cluster_8039	63	0	0	0	0.0	0.003920968219582141	0.0	23	23.952380952380953	15	125	1	0.0
cluster_8040	7	0	0	0	0.0	0.003920968219582141	0.0	19	33.714285714285715	15	125	1	0.0
cluster_8041	15	0	0	0	0.0	0.003920968219582141	0.0	16	24.866666666666667	14	125	1	0.0
cluster_8042	23	0	0	0	0.0	0.003920968219582141	0.0	20	24.17391304347826	14	125	1	0.0
cluster_8043	1	0	0	0	0.0	0.003920968219582141	0.0	124	124	124	124	1	0.0
cluster_8045	29	0	0	0	0.0	0.003920968219582141	0.0	23	25.724137931034484	15	124	1	0.0
cluster_8046	17	0	0	0	0.0	0.003920968219582141	0.0	20	26.705882352941178	16	124	1	0.0
cluster_8047	3	0	0	0	0.0	0.003920968219582141	0.0	15	51.333333333333336	15	124	1	0.0
cluster_8048	5	0	0	0	0.0	0.003920968219582141	0.0	22	44.4	20	124	1	0.0
cluster_8049	7	0	0	0	0.0	0.003920968219582141	0.0	16	46.42857142857143	14	124	1	0.0
cluster_8050	3	0	0	0	0.0	0.003920968219582141	0.0	24	54.333333333333336	15	124	1	0.0
cluster_8051	5	0	0	0	0.0	0.003920968219582141	0.0	31	48.2	25	124	1	0.0
cluster_8052	5	0	0	0	0.0	0.003920968219582141	0.0	19	38.8	16	124	1	0.0
cluster_8053	4	0	0	0	0.0	0.003920968219582141	0.0	20.0	45.75	19	124	1	0.0
cluster_8054	8	0	0	0	0.0	0.003920968219582141	0.0	20.0	32.125	15	124	1	0.0
cluster_8055	3	0	0	0	0.0	0.003920968219582141	0.0	23	55.666666666666664	20	124	1	0.0
cluster_8056	4	0	0	0	0.0	0.003920968219582141	0.0	23.0	46.5	16	124	1	0.0
cluster_8057	5	0	0	0	0.0	0.003920968219582141	0.0	22	40.6	15	124	1	0.0
cluster_8058	10	0	0	0	0.0	0.003920968219582141	0.0	22.0	31.5	14	124	1	0.0
cluster_8059	17	0	0	0	0.0	0.003920968219582141	0.0	20	26.529411764705884	13	124	1	0.0
cluster_8060	9	0	0	0	0.0	0.003920968219582141	0.0	22	57	17	124	1	0.0
cluster_8061	1	0	0	0	0.0	0.003920968219582141	0.0	124	124	124	124	1	0.0
cluster_8062	8	0	0	0	0.0	0.003920968219582141	0.0	30.0	47.875	19	124	1	0.0
cluster_8063	3	0	0	0	0.0	0.003920968219582141	0.0	54	71.66666666666667	37	124	1	0.0
cluster_8064	1	0	0	0	0.0	0.003920968219582141	0.0	124	124	124	124	1	0.0
cluster_8065	32	0	0	0	0.0	0.003920968219582141	0.0	20.0	23.25	12	124	1	0.0
cluster_8066	54	0	0	0	0.0	0.003920968219582141	0.0	15.0	18.037037037037038	14	124	1	0.0
cluster_8067	60	0	0	0	0.0	0.003920968219582141	0.0	23.0	24.3	11	123	1	0.0
cluster_8068	4	0	0	0	0.0	0.003920968219582141	0.0	121.5	102	42	123	1	0.0
cluster_8069	6	0	0	0	0.0	0.003920968219582141	0.0	37.0	47.5	15	123	1	0.0
cluster_8070	14	0	0	0	0.0	0.003920968219582141	0.0	21.5	30.5	15	123	1	0.0
cluster_8071	17	0	0	0	0.0	0.003920968219582141	0.0	19	25.941176470588236	12	123	1	0.0
cluster_8072	27	0	0	0	0.0	0.003920968219582141	0.0	20	25.14814814814815	14	123	1	0.0
cluster_8073	2	0	0	0	0.0	0.003920968219582141	0.0	74.0	74	25	123	1	0.0
cluster_8074	3	0	0	0	0.0	0.003920968219582141	0.0	123	120.33333333333333	115	123	1	0.0
cluster_8075	42	0	0	0	0.0	0.003920968219582141	0.0	20.0	23.071428571428573	15	123	1	0.0
cluster_8076	6	0	0	0	0.0	0.003920968219582141	0.0	21.5	39.166666666666664	16	122	1	0.0
cluster_8077	18	0	0	0	0.0	0.003920968219582141	0.0	20.0	30.5	16	122	1	0.0
cluster_8078	7	0	0	0	0.0	0.003920968219582141	0.0	20	33.42857142857143	15	122	1	0.0
cluster_8079	2	0	0	0	0.0	0.003920968219582141	0.0	121.0	121	120	122	1	0.0
cluster_8080	2	0	0	0	0.0	0.003920968219582141	0.0	121.5	121.5	121	122	1	0.0
cluster_8081	16	0	0	0	0.0	0.003920968219582141	0.0	23.0	28.8125	14	122	1	0.0
cluster_8082	3	0	0	0	0.0	0.003920968219582141	0.0	19	51.666666666666664	14	122	1	0.0
cluster_8083	22	0	0	0	0.0	0.003920968219582141	0.0	22.5	27.454545454545453	17	122	1	0.0
cluster_8084	4	0	0	0	0.0	0.003920968219582141	0.0	21.5	45.5	17	122	1	0.0
cluster_8085	25	0	0	0	0.0	0.003920968219582141	0.0	23	25.24	14	122	1	0.0
cluster_8086	8	0	0	0	0.0	0.003920968219582141	0.0	21.5	32.375	14	122	1	0.0
cluster_8087	4	0	0	0	0.0	0.003920968219582141	0.0	21.5	44.5	13	122	1	0.0
cluster_8088	6	0	0	0	0.0	0.003920968219582141	0.0	91.0	81.66666666666667	26	122	1	0.0
cluster_8089	2	0	0	0	0.0	0.003920968219582141	0.0	116.0	116	110	122	1	0.0
cluster_8090	5	0	0	0	0.0	0.003920968219582141	0.0	28	46.2	24	122	1	0.0
cluster_8091	10	0	0	0	0.0	0.003920968219582141	0.0	16.0	30.1	15	122	1	0.0
cluster_8092	2	0	0	0	0.0	0.003920968219582141	0.0	71.5	71.5	21	122	1	0.0
cluster_8093	26	0	0	0	0.0	0.003920968219582141	0.0	20.0	23	15	122	1	0.0
cluster_8094	1	0	0	0	0.0	0.003920968219582141	0.0	122	122	122	122	1	0.0
cluster_8095	15	0	0	0	0.0	0.003920968219582141	0.0	76	59.86666666666667	15	122	1	0.0
cluster_8096	2	0	0	0	0.0	0.003920968219582141	0.0	69.5	69.5	18	121	1	0.0
cluster_8097	3	0	0	0	0.0	0.003920968219582141	0.0	48	69.33333333333333	39	121	1	0.0
cluster_8098	93	0	0	0	0.0	0.003920968219582141	0.0	23	23.376344086021504	15	121	1	0.0
cluster_8099	82	0	0	0	0.0	0.003920968219582141	0.0	22.0	21.963414634146343	14	121	1	0.0
cluster_8100	2	0	0	0	0.0	0.003920968219582141	0.0	66.0	66	11	121	1	0.0
cluster_8101	3	0	0	0	0.0	0.003920968219582141	0.0	75	72.66666666666667	22	121	1	0.0
cluster_8102	5	0	0	0	0.0	0.003920968219582141	0.0	24	40	14	121	1	0.0
cluster_8103	7	0	0	0	0.0	0.003920968219582141	0.0	22	34.42857142857143	15	121	1	0.0
cluster_8104	3	0	0	0	0.0	0.003920968219582141	0.0	20	53.333333333333336	19	121	1	0.0
cluster_8105	21	0	0	0	0.0	0.003920968219582141	0.0	24	26.333333333333332	15	121	1	0.0
cluster_8107	81	0	0	0	0.0	0.003920968219582141	0.0	23	24.11111111111111	16	121	1	0.0
cluster_8108	20	0	0	0	0.0	0.003920968219582141	0.0	19.0	30.1	14	121	1	0.0
cluster_8110	7	0	0	0	0.0	0.003920968219582141	0.0	120	115.42857142857143	104	121	1	0.0
cluster_8111	33	0	0	0	0.0	0.003920968219582141	0.0	20	22.636363636363637	15	121	1	0.0
cluster_8112	5	0	0	0	0.0	0.003920968219582141	0.0	18	37.8	15	121	1	0.0
cluster_8113	14	0	0	0	0.0	0.003920968219582141	0.0	20.0	27.571428571428573	15	120	1	0.0
cluster_8114	1	0	0	0	0.0	0.003920968219582141	0.0	120	120	120	120	1	0.0
cluster_8115	19	0	0	0	0.0	0.003920968219582141	0.0	23	27.894736842105264	11	120	1	0.0
cluster_8116	6	0	0	0	0.0	0.003920968219582141	0.0	18.5	35.333333333333336	18	120	1	0.0
cluster_8117	8	0	0	0	0.0	0.003920968219582141	0.0	20.0	31.25	15	120	1	0.0
cluster_8118	6	0	0	0	0.0	0.003920968219582141	0.0	15.5	33.166666666666664	15	120	1	0.0
cluster_8119	2	0	0	0	0.0	0.003920968219582141	0.0	67.0	67	14	120	1	0.0
cluster_8120	28	0	0	0	0.0	0.003920968219582141	0.0	23.5	25.75	13	120	1	0.0
cluster_8121	3	0	0	0	0.0	0.003920968219582141	0.0	19	52.333333333333336	18	120	1	0.0
cluster_8122	1	0	0	0	0.0	0.003920968219582141	0.0	120	120	120	120	1	0.0
cluster_8123	13	0	0	0	0.0	0.003920968219582141	0.0	23	28.692307692307693	15	120	1	0.0
cluster_8124	113	0	0	0	0.0	0.003920968219582141	0.0	23	23.539823008849556	14	120	1	0.0
cluster_8125	40	0	0	0	0.0	0.003920968219582141	0.0	23.0	25.325	17	120	1	0.0
cluster_8126	4	0	0	0	0.0	0.003920968219582141	0.0	18.0	42.75	15	120	1	0.0
cluster_8127	2	0	0	0	0.0	0.003920968219582141	0.0	69.5	69.5	19	120	1	0.0
cluster_8128	14	0	0	0	0.0	0.003920968219582141	0.0	19.0	26.214285714285715	14	120	1	0.0
cluster_8129	22	0	0	0	0.0	0.003920968219582141	0.0	20.0	24.727272727272727	11	119	1	0.0
cluster_8130	3	0	0	0	0.0	0.003920968219582141	0.0	24	53	16	119	1	0.0
cluster_8131	1	0	0	0	0.0	0.003920968219582141	0.0	119	119	119	119	1	0.0
cluster_8132	1	0	0	0	0.0	0.003920968219582141	0.0	119	119	119	119	1	0.0
cluster_8133	18	0	0	0	0.0	0.003920968219582141	0.0	16.0	23	15	119	1	0.0
cluster_8134	4	0	0	0	0.0	0.003920968219582141	0.0	19.5	43.5	16	119	1	0.0
cluster_8135	8	0	0	0	0.0	0.003920968219582141	0.0	19.0	31.25	16	119	1	0.0
cluster_8136	20	0	0	0	0.0	0.003920968219582141	0.0	23.0	27.3	19	119	1	0.0
cluster_8137	18	0	0	0	0.0	0.003920968219582141	0.0	21.0	26	15	119	1	0.0
cluster_8138	19	0	0	0	0.0	0.003920968219582141	0.0	22	26	13	119	1	0.0
cluster_8139	34	0	0	0	0.0	0.003920968219582141	0.0	119.0	119	119	119	1	0.0
cluster_8140	36	0	0	0	0.0	0.003920968219582141	0.0	118.0	109.69444444444444	14	119	1	0.0
cluster_8142	1	0	0	0	0.0	0.003920968219582141	0.0	119	119	119	119	1	0.0
cluster_8143	6	0	0	0	0.0	0.003920968219582141	0.0	11.0	28.833333333333332	11	118	1	0.0
cluster_8144	19	0	0	0	0.0	0.003920968219582141	0.0	22	26.526315789473685	16	118	1	0.0
cluster_8145	18	0	0	0	0.0	0.003920968219582141	0.0	23.0	27.61111111111111	16	118	1	0.0
cluster_8146	2	0	0	0	0.0	0.003920968219582141	0.0	76.0	76	34	118	1	0.0
cluster_8147	4	0	0	0	0.0	0.003920968219582141	0.0	27.0	46.75	15	118	1	0.0
cluster_8148	5	0	0	0	0.0	0.003920968219582141	0.0	14	35.4	13	118	1	0.0
cluster_8149	9	0	0	0	0.0	0.003920968219582141	0.0	20	32.22222222222222	11	118	1	0.0
cluster_8150	1	0	0	0	0.0	0.003920968219582141	0.0	118	118	118	118	1	0.0
cluster_8151	8	0	0	0	0.0	0.003920968219582141	0.0	22.5	33.5	15	118	1	0.0
cluster_8152	5	0	0	0	0.0	0.003920968219582141	0.0	20	38.6	15	118	1	0.0
cluster_8153	17	0	0	0	0.0	0.003920968219582141	0.0	15	22.058823529411764	15	118	1	0.0
cluster_8154	6	0	0	0	0.0	0.003920968219582141	0.0	19.5	34.666666666666664	14	118	1	0.0
cluster_8155	18	0	0	0	0.0	0.003920968219582141	0.0	17.5	24.5	15	118	1	0.0
cluster_8156	17	0	0	0	0.0	0.003920968219582141	0.0	24	31.294117647058822	15	118	1	0.0
cluster_8157	18	0	0	0	0.0	0.003920968219582141	0.0	22.5	26.166666666666668	14	118	1	0.0
cluster_8158	14	0	0	0	0.0	0.003920968219582141	0.0	19.0	26.214285714285715	12	118	1	0.0
cluster_8159	8	0	0	0	0.0	0.003920968219582141	0.0	27.0	51.5	15	118	1	0.0
cluster_8160	38	0	0	0	0.0	0.003920968219582141	0.0	118.0	104.94736842105263	15	118	1	0.0
cluster_8161	40	0	0	0	0.0	0.003920968219582141	0.0	118.0	97.475	16	118	1	0.0
cluster_8163	19	0	0	0	0.0	0.003920968219582141	0.0	25	29.42105263157895	14	118	1	0.0
cluster_8164	1	0	0	0	0.0	0.003920968219582141	0.0	117	117	117	117	1	0.0
cluster_8165	67	0	0	0	0.0	0.003920968219582141	0.0	23	22.313432835820894	12	117	1	0.0
cluster_8166	41	0	0	0	0.0	0.003920968219582141	0.0	22	24.073170731707318	15	117	1	0.0
cluster_8167	3	0	0	0	0.0	0.003920968219582141	0.0	34	55.333333333333336	15	117	1	0.0
cluster_8168	9	0	0	0	0.0	0.003920968219582141	0.0	21	33.77777777777778	15	117	1	0.0
cluster_8169	13	0	0	0	0.0	0.003920968219582141	0.0	16	24.076923076923077	15	117	1	0.0
cluster_8170	45	0	0	0	0.0	0.003920968219582141	0.0	15	19.044444444444444	14	117	1	0.0
cluster_8171	14	0	0	0	0.0	0.003920968219582141	0.0	19.5	49.857142857142854	11	117	1	0.0
cluster_8172	1	0	0	0	0.0	0.003920968219582141	0.0	117	117	117	117	1	0.0
cluster_8173	2	0	0	0	0.0	0.003920968219582141	0.0	111.5	111.5	107	116	1	0.0
cluster_8174	4	0	0	0	0.0	0.003920968219582141	0.0	27.0	46.5	16	116	1	0.0
cluster_8175	15	0	0	0	0.0	0.003920968219582141	0.0	20	30	18	116	1	0.0
cluster_8176	1	0	0	0	0.0	0.003920968219582141	0.0	116	116	116	116	1	0.0
cluster_8177	2	0	0	0	0.0	0.003920968219582141	0.0	64.5	64.5	13	116	1	0.0
cluster_8178	6	0	0	0	0.0	0.003920968219582141	0.0	19.5	36.333333333333336	17	116	1	0.0
cluster_8179	2	0	0	0	0.0	0.003920968219582141	0.0	65.0	65	14	116	1	0.0
cluster_8180	8	0	0	0	0.0	0.003920968219582141	0.0	14.0	27.125	14	116	1	0.0
cluster_8181	8	0	0	0	0.0	0.003920968219582141	0.0	22.0	32.625	16	116	1	0.0
cluster_8182	6	0	0	0	0.0	0.003920968219582141	0.0	26.0	39.333333333333336	15	116	1	0.0
cluster_8183	46	0	0	0	0.0	0.003920968219582141	0.0	22.5	23.782608695652176	13	116	1	0.0
cluster_8184	19	0	0	0	0.0	0.003920968219582141	0.0	22	26.894736842105264	13	116	1	0.0
cluster_8185	10	0	0	0	0.0	0.003920968219582141	0.0	20.0	29.2	12	116	1	0.0
cluster_8186	11	0	0	0	0.0	0.003920968219582141	0.0	17	27.09090909090909	15	116	1	0.0
cluster_8187	11	0	0	0	0.0	0.003920968219582141	0.0	23	30.181818181818183	15	116	1	0.0
cluster_8188	10	0	0	0	0.0	0.003920968219582141	0.0	21.5	31.1	13	116	1	0.0
cluster_8189	2	0	0	0	0.0	0.003920968219582141	0.0	116.0	116	116	116	1	0.0
cluster_8190	2	0	0	0	0.0	0.003920968219582141	0.0	115.5	115.5	115	116	1	0.0
cluster_8192	8	0	0	0	0.0	0.003920968219582141	0.0	20.0	31.875	16	116	1	0.0
cluster_8193	8	0	0	0	0.0	0.003920968219582141	0.0	21.0	31.625	15	116	1	0.0
cluster_8194	43	0	0	0	0.0	0.003920968219582141	0.0	24	24.6046511627907	14	115	1	0.0
cluster_8195	20	0	0	0	0.0	0.003920968219582141	0.0	24.0	27.45	16	115	1	0.0
cluster_8196	4	0	0	0	0.0	0.003920968219582141	0.0	24.0	44.5	15	115	1	0.0
cluster_8198	2	0	0	0	0.0	0.003920968219582141	0.0	63.5	63.5	12	115	1	0.0
cluster_8199	3	0	0	0	0.0	0.003920968219582141	0.0	19	50.666666666666664	18	115	1	0.0
cluster_8200	2	0	0	0	0.0	0.003920968219582141	0.0	67.0	67	19	115	1	0.0
cluster_8201	6	0	0	0	0.0	0.003920968219582141	0.0	20.0	35.166666666666664	18	115	1	0.0
cluster_8202	17	0	0	0	0.0	0.003920968219582141	0.0	20	27.176470588235293	13	115	1	0.0
cluster_8203	2	0	0	0	0.0	0.003920968219582141	0.0	66.5	66.5	18	115	1	0.0
cluster_8204	8	0	0	0	0.0	0.003920968219582141	0.0	19.5	31.25	15	115	1	0.0
cluster_8205	13	0	0	0	0.0	0.003920968219582141	0.0	20	37.30769230769231	18	115	1	0.0
cluster_8206	29	0	0	0	0.0	0.003920968219582141	0.0	20	22.862068965517242	14	115	1	0.0
cluster_8208	19	0	0	0	0.0	0.003920968219582141	0.0	21	30.736842105263158	15	115	1	0.0
cluster_8209	1	0	0	0	0.0	0.003920968219582141	0.0	115	115	115	115	1	0.0
cluster_8210	21	0	0	0	0.0	0.003920968219582141	0.0	20	24.476190476190474	15	115	1	0.0
cluster_8212	50	0	0	0	0.0	0.003920968219582141	0.0	16.0	20.18	15	115	1	0.0
cluster_8215	1	0	0	0	0.0	0.003920968219582141	0.0	114	114	114	114	1	0.0
cluster_8216	24	0	0	0	0.0	0.003920968219582141	0.0	15.0	19.75	11	114	1	0.0
cluster_8217	51	0	0	0	0.0	0.003920968219582141	0.0	20	21.862745098039216	15	114	1	0.0
cluster_8218	49	0	0	0	0.0	0.003920968219582141	0.0	22	23.510204081632654	15	114	1	0.0
cluster_8219	2	0	0	0	0.0	0.003920968219582141	0.0	97.5	97.5	81	114	1	0.0
cluster_8220	5	0	0	0	0.0	0.003920968219582141	0.0	108	105.2	97	114	1	0.0
cluster_8221	9	0	0	0	0.0	0.003920968219582141	0.0	16	32.44444444444444	15	114	1	0.0
cluster_8222	7	0	0	0	0.0	0.003920968219582141	0.0	29	38	18	114	1	0.0
cluster_8223	15	0	0	0	0.0	0.003920968219582141	0.0	16	23.2	14	114	1	0.0
cluster_8224	11	0	0	0	0.0	0.003920968219582141	0.0	18	26.90909090909091	15	114	1	0.0
cluster_8225	10	0	0	0	0.0	0.003920968219582141	0.0	19.5	31.5	17	114	1	0.0
cluster_8226	6	0	0	0	0.0	0.003920968219582141	0.0	15.0	31	12	114	1	0.0
cluster_8227	51	0	0	0	0.0	0.003920968219582141	0.0	23	24.137254901960784	15	114	1	0.0
cluster_8228	17	0	0	0	0.0	0.003920968219582141	0.0	20	25.176470588235293	13	114	1	0.0
cluster_8229	2	0	0	0	0.0	0.003920968219582141	0.0	64.5	64.5	15	114	1	0.0
cluster_8231	3	0	0	0	0.0	0.003920968219582141	0.0	60	65.66666666666667	23	114	1	0.0
cluster_8232	29	0	0	0	0.0	0.003920968219582141	0.0	19	23.862068965517242	13	114	1	0.0
cluster_8233	1	0	0	0	0.0	0.003920968219582141	0.0	114	114	114	114	1	0.0
cluster_8234	13	0	0	0	0.0	0.003920968219582141	0.0	26	34.76923076923077	15	114	1	0.0
cluster_8235	26	0	0	0	0.0	0.003920968219582141	0.0	23.0	28.653846153846153	17	113	1	0.0
cluster_8236	36	0	0	0	0.0	0.003920968219582141	0.0	23.0	25.02777777777778	15	113	1	0.0
cluster_8237	5	0	0	0	0.0	0.003920968219582141	0.0	23	38.8	17	113	1	0.0
cluster_8238	1	0	0	0	0.0	0.003920968219582141	0.0	113	113	113	113	1	0.0
cluster_8239	4	0	0	0	0.0	0.003920968219582141	0.0	21.5	44	20	113	1	0.0
cluster_8240	5	0	0	0	0.0	0.003920968219582141	0.0	24	40	16	113	1	0.0
cluster_8241	9	0	0	0	0.0	0.003920968219582141	0.0	15	27.666666666666668	14	113	1	0.0
cluster_8242	8	0	0	0	0.0	0.003920968219582141	0.0	15.0	27.5	15	113	1	0.0
cluster_8243	2	0	0	0	0.0	0.003920968219582141	0.0	66.5	66.5	20	113	1	0.0
cluster_8244	49	0	0	0	0.0	0.003920968219582141	0.0	23	23.163265306122447	15	113	1	0.0
cluster_8245	13	0	0	0	0.0	0.003920968219582141	0.0	19	26.153846153846153	15	113	1	0.0
cluster_8246	1	0	0	0	0.0	0.003920968219582141	0.0	113	113	113	113	1	0.0
cluster_8247	25	0	0	0	0.0	0.003920968219582141	0.0	28	46.32	16	113	1	0.0
cluster_8248	27	0	0	0	0.0	0.003920968219582141	0.0	18	23.48148148148148	13	113	1	0.0
cluster_8249	2	0	0	0	0.0	0.003920968219582141	0.0	65.5	65.5	19	112	1	0.0
cluster_8250	10	0	0	0	0.0	0.003920968219582141	0.0	22.5	29.6	11	112	1	0.0
cluster_8251	46	0	0	0	0.0	0.003920968219582141	0.0	21.0	21.369565217391305	15	112	1	0.0
cluster_8252	21	0	0	0	0.0	0.003920968219582141	0.0	22	24.333333333333332	11	112	1	0.0
cluster_8253	5	0	0	0	0.0	0.003920968219582141	0.0	22	39.6	20	112	1	0.0
cluster_8254	4	0	0	0	0.0	0.003920968219582141	0.0	23.5	44	17	112	1	0.0
cluster_8255	18	0	0	0	0.0	0.003920968219582141	0.0	23.5	27.833333333333332	15	112	1	0.0
cluster_8256	2	0	0	0	0.0	0.003920968219582141	0.0	67.5	67.5	23	112	1	0.0
cluster_8257	3	0	0	0	0.0	0.003920968219582141	0.0	34	58	28	112	1	0.0
cluster_8258	2	0	0	0	0.0	0.003920968219582141	0.0	64.0	64	16	112	1	0.0
cluster_8259	1	0	0	0	0.0	0.003920968219582141	0.0	112	112	112	112	1	0.0
cluster_8260	7	0	0	0	0.0	0.003920968219582141	0.0	22	33	15	112	1	0.0
cluster_8261	6	0	0	0	0.0	0.003920968219582141	0.0	19.5	34.333333333333336	17	112	1	0.0
cluster_8262	12	0	0	0	0.0	0.003920968219582141	0.0	15.0	24.416666666666668	14	112	1	0.0
cluster_8263	5	0	0	0	0.0	0.003920968219582141	0.0	20	36.8	11	112	1	0.0
cluster_8264	1	0	0	0	0.0	0.003920968219582141	0.0	112	112	112	112	1	0.0
cluster_8265	4	0	0	0	0.0	0.003920968219582141	0.0	27.0	46.5	20	112	1	0.0
cluster_8266	44	0	0	0	0.0	0.003920968219582141	0.0	23.0	24.40909090909091	15	112	1	0.0
cluster_8268	5	0	0	0	0.0	0.003920968219582141	0.0	29	50.2	15	112	1	0.0
cluster_8269	1	0	0	0	0.0	0.003920968219582141	0.0	111	111	111	111	1	0.0
cluster_8270	80	0	0	0	0.0	0.003920968219582141	0.0	23.0	24.0875	14	111	1	0.0
cluster_8271	33	0	0	0	0.0	0.003920968219582141	0.0	22	24.333333333333332	16	111	1	0.0
cluster_8272	7	0	0	0	0.0	0.003920968219582141	0.0	23	35.285714285714285	20	111	1	0.0
cluster_8273	2	0	0	0	0.0	0.003920968219582141	0.0	63.0	63	15	111	1	0.0
cluster_8274	2	0	0	0	0.0	0.003920968219582141	0.0	66.5	66.5	22	111	1	0.0
cluster_8275	2	0	0	0	0.0	0.003920968219582141	0.0	63.5	63.5	16	111	1	0.0
cluster_8276	49	0	0	0	0.0	0.003920968219582141	0.0	23	24.836734693877553	19	111	1	0.0
cluster_8277	15	0	0	0	0.0	0.003920968219582141	0.0	22	26.4	15	111	1	0.0
cluster_8278	6	0	0	0	0.0	0.003920968219582141	0.0	22.5	37.333333333333336	13	111	1	0.0
cluster_8279	5	0	0	0	0.0	0.003920968219582141	0.0	67	58.4	19	111	1	0.0
cluster_8280	2	0	0	0	0.0	0.003920968219582141	0.0	68.5	68.5	26	111	1	0.0
cluster_8281	2	0	0	0	0.0	0.003920968219582141	0.0	111.0	111	111	111	1	0.0
cluster_8282	19	0	0	0	0.0	0.003920968219582141	0.0	20	27.05263157894737	15	111	1	0.0
cluster_8283	6	0	0	0	0.0	0.003920968219582141	0.0	22.5	36.666666666666664	15	111	1	0.0
cluster_8284	4	0	0	0	0.0	0.003920968219582141	0.0	110.0	109.25	107	110	1	0.0
cluster_8285	2	0	0	0	0.0	0.003920968219582141	0.0	62.0	62	14	110	1	0.0
cluster_8286	12	0	0	0	0.0	0.003920968219582141	0.0	23.5	30.833333333333332	20	110	1	0.0
cluster_8287	22	0	0	0	0.0	0.003920968219582141	0.0	23.0	26	19	110	1	0.0
cluster_8288	16	0	0	0	0.0	0.003920968219582141	0.0	22.5	27.0625	16	110	1	0.0
cluster_8289	1	0	0	0	0.0	0.003920968219582141	0.0	110	110	110	110	1	0.0
cluster_8290	11	0	0	0	0.0	0.003920968219582141	0.0	18	33.45454545454545	15	110	1	0.0
cluster_8291	3	0	0	0	0.0	0.003920968219582141	0.0	18	48	16	110	1	0.0
cluster_8292	5	0	0	0	0.0	0.003920968219582141	0.0	16	34.4	11	110	1	0.0
cluster_8293	1	0	0	0	0.0	0.003920968219582141	0.0	110	110	110	110	1	0.0
cluster_8294	6	0	0	0	0.0	0.003920968219582141	0.0	46.0	54.666666666666664	20	110	1	0.0
cluster_8295	59	0	0	0	0.0	0.003920968219582141	0.0	23	23.06779661016949	15	110	1	0.0
cluster_8296	15	0	0	0	0.0	0.003920968219582141	0.0	22	26.666666666666668	11	110	1	0.0
